[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-28 21:28:30] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-28 21:28:32] [class-ss-setup-task.php:33] Creating archive directory: D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110\
[2025-02-28 21:28:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/renatojoa/
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:a31cdfa130555d70a105b4fefcbbc17064e03d79===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/visual-studio.jpg
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa446a21-jjNOhD.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/visual-studio.jpg?simply_static_page=6354
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/visual-studio.jpg?simply_static_page=6354
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 4238 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/visual-studio.jpg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa446a21-jjNOhD.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/visual-studio.jpg
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:9e4206869866ee3d1e9e381516505216f28fa934===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/browserstack.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa44a912-76LObR.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/browserstack.png?simply_static_page=6355
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/browserstack.png?simply_static_page=6355
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 4329 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/browserstack.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa44a912-76LObR.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/browserstack.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:542505e492aaf96ef4e799862faf7a64452d52a6===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/AWS.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa44dae4-KstXSH.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/AWS.png?simply_static_page=6356
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/AWS.png?simply_static_page=6356
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 5652 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/AWS.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa44dae4-KstXSH.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/AWS.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:21f780df65c0b80c2c01431e71f89ced48f379d5===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/postman.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa450b8a-3y7LOE.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/postman.png?simply_static_page=6357
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/postman.png?simply_static_page=6357
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 3087 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/postman.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa450b8a-3y7LOE.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/postman.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:dadb93496862caaea35bc1fcec48a99d32712a98===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/blazemeter.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa454001-VK4QkP.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/blazemeter.png?simply_static_page=6358
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/blazemeter.png?simply_static_page=6358
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 5409 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/blazemeter.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa454001-VK4QkP.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/blazemeter.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:fed109060fa171937e1c6db7560f4cf58c8acbac===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/images/StockSnap_JKMGVEJMPU.jpg
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa457278-KtS05P.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/themes/inspiro/assets/images/StockSnap_JKMGVEJMPU.jpg?simply_static_page=6359
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/images/StockSnap_JKMGVEJMPU.jpg?simply_static_page=6359
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 318673 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/inspiro/assets/images/StockSnap_JKMGVEJMPU.jpg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa457278-KtS05P.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/themes/inspiro/assets/images/StockSnap_JKMGVEJMPU.jpg
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:c788e9a90d17e0e262e953ae293bee0f828e40a9===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/accordion-block-lite/build/accordion/script.js
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa45c77e-v5kEHo.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/accordion-block-lite/build/accordion/script.js?simply_static_page=6360
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/accordion-block-lite/build/accordion/script.js?simply_static_page=6360
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 897 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/accordion-block-lite/build/accordion/script.js
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa45c77e-v5kEHo.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/accordion-block-lite/build/accordion/script.js
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:12229b507ab4d414e68ba12344eb28b20eb50a06===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-includes/js/jquery/jquery.min.js
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa45fe74-unoCy3.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-includes/js/jquery/jquery.min.js?simply_static_page=6361
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-includes/js/jquery/jquery.min.js?simply_static_page=6361
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 87553 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/jquery/jquery.min.js
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa45fe74-unoCy3.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-includes/js/jquery/jquery.min.js
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:79cd3587d565afe290076a8d36c31c305a573d18===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-includes/js/jquery/jquery-migrate.min.js
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa473d70-8yvDGO.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-includes/js/jquery/jquery-migrate.min.js?simply_static_page=6362
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-includes/js/jquery/jquery-migrate.min.js?simply_static_page=6362
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 13577 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/jquery/jquery-migrate.min.js
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa473d70-8yvDGO.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-includes/js/jquery/jquery-migrate.min.js
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:3ad0c10e501ac2a9bfa18f9cd7e700219b378738===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/js/minified/plugins.min.js
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa485f5c-GAhHT6.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/themes/inspiro/assets/js/minified/plugins.min.js?simply_static_page=6363
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/js/minified/plugins.min.js?simply_static_page=6363
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 14278 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/inspiro/assets/js/minified/plugins.min.js
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa485f5c-GAhHT6.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/themes/inspiro/assets/js/minified/plugins.min.js
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:d8188963e2ae1acd8de6f2bc67328e915db8d447===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/js/minified/scripts.min.js
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa4923cd-OYf0R2.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/themes/inspiro/assets/js/minified/scripts.min.js?simply_static_page=6364
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/js/minified/scripts.min.js?simply_static_page=6364
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 7783 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/inspiro/assets/js/minified/scripts.min.js
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa4923cd-OYf0R2.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/themes/inspiro/assets/js/minified/scripts.min.js
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
